ccaa,year,d_mean,d_top,d_top_locus,top_excess,d_pass,d_pass_locus,pass_excess,dz,shape_move,rank_dz,rank_shape
Cantabria,2018,0.13999999999999968,-1.0,1.9864265721407008,-2.986426572140701,2.719999999999999,1.8970416367014877,0.8229583632985111,-1.3123854063202223,3.809384935439212,23,87
Cantabria,2019,-0.5499999999999998,-7.25,-7.315486054229272,0.06548605422927167,-9.569999999999993,-7.769457253868076,-1.8005427461319172,0.1697735742292048,1.866028800361189,90,133
Cantabria,2020,1.4799999999999995,31.770000000000003,22.66597764380986,9.104022356190143,18.819999999999993,18.973267578555756,-0.1532675785557629,1.614681029311289,9.257289934745906,159,15
Cantabria,2021,0.71,10.22999999999999,14.240764588577534,-4.010764588577544,7.219999999999999,6.917639220404737,0.3023607795952614,-0.12965294455409837,4.3131253681728055,75,69
Cantabria,2022,-1.2000000000000002,-24.549999999999997,-22.795551635618807,-1.7544483643811901,-12.709999999999994,-12.517836413804929,-0.1921635861950648,-0.2895150269162132,1.946611950576255,65,130
Cantabria,2023,0.5300000000000002,6.75,9.299046773201184,-2.5490467732011837,9.64,6.027573327388836,3.6124266726111642,-0.7877065330563126,6.161473445812348,43,33
Cantabria,2024,-0.16000000000000014,1.6300000000000026,-2.9354602512333656,4.565460251233368,-7.209999999999994,-1.7364776564750173,-5.4735223435249765,1.7834456672466374,10.038982594758345,162,13
Cantabria,2025,-1.5099999999999998,-32.33,-22.242526418164935,-10.087473581835063,-15.06000000000001,-19.93061819633396,4.87061819633395,-3.9805554794109623,14.958091778169013,1,2
Castilla y León,2016,0.8700000000000001,5.280000000000001,10.667433137829732,-5.387433137829731,21.18,12.876534118346719,8.303465881653281,-2.030326843952306,13.690899019483012,7,3
Castilla y León,2017,-1.3399999999999999,-5.240000000000002,-15.066432861815823,9.826432861815821,-27.299999999999997,-20.717597212110512,-6.582402787889485,3.5008653892287063,16.408835649705306,170,1
Castilla y León,2018,0.9699999999999998,7.620000000000001,10.129080773879409,-2.5090807738794076,17.739999999999995,15.501267313345316,2.2387326866546786,-1.3851135743282839,4.747813460534086,20,60
Castilla y León,2019,0.040000000000000036,-0.08999999999999986,0.5051824690735778,-0.5951824690735776,1.9200000000000017,0.5824715769810496,1.3375284230189521,-0.2163312523115719,1.9327108920925298,69,132
Castilla y León,2020,-0.2400000000000002,3.7900000000000027,-2.9271481809256557,6.717148180925658,-6.6299999999999955,-3.562262263187371,-3.0677377368126244,1.3627450295577488,9.784885917738283,152,14
Castilla y León,2021,0.8600000000000003,3.6599999999999966,11.643621502288322,-7.983621502288326,15.409999999999997,12.015707075302295,3.3942929246977016,-2.038929999638087,11.377914426986028,6,8
Castilla y León,2022,0.07000000000000028,7.410000000000004,1.0887142556129916,6.321285744387012,-3.819999999999993,0.8865669321554037,-4.706566932155397,2.801698888868076,11.027852676542409,168,10
Castilla y León,2023,-0.7000000000000002,-12.940000000000005,-9.932132860703526,-3.0078671392964793,-6.360000000000014,-9.485208183507467,3.1252081835074534,-0.9698843917081247,6.133075322803933,32,34
Castilla y León,2024,0.41999999999999993,3.3300000000000054,5.704610464308399,-2.374610464308393,7.290000000000006,5.856335273292046,1.4336647267079599,-1.3078031622336224,3.808275191016353,24,88
Castilla y León,2025,0.07000000000000028,1.6799999999999962,1.0250469425845772,0.654953057415419,1.0499999999999972,0.9278695229523066,0.12213047704769053,0.6787481220879887,0.7770835344631095,127,161
Castilla-La Mancha,2016,-0.5600000000000005,-13.530000000000001,-7.824435216127721,-5.70556478387228,-5.659999999999997,-7.666838148323848,2.006838148323851,-2.122100197054923,7.712402932196131,5,17
Castilla-La Mancha,2017,0.3600000000000003,8.739999999999998,4.874074117236969,3.8659258827630296,3.1199999999999903,5.029830868731182,-1.9098308687311913,1.2693767375372846,5.775756751494221,150,42
Castilla-La Mancha,2018,-0.6600000000000001,-10.27,-8.507022685015087,-1.7629773149849122,-6.239999999999995,-9.499516898040632,3.259516898040637,-1.2742091782090739,5.022494213025549,27,53
Castilla-La Mancha,2019,0.7000000000000002,10.580000000000002,9.083235353657802,1.4967646463422,8.039999999999992,10.035909394132652,-1.99590939413266,0.9014889299423259,3.49267404047486,138,95
Castilla-La Mancha,2020,0.1899999999999995,7.110000000000003,2.831644923649538,4.278355076350465,-0.06999999999999318,2.486472410252503,-2.5564724102524963,0.3327141250013834,6.834827486602961,101,21
Castilla-La Mancha,2021,-0.22999999999999954,-10.850000000000001,-3.4078575922922525,-7.442142407707749,0.6500000000000057,-3.022864906344523,3.672864906344529,-1.8892308872868893,11.115007314052278,8,9
Castilla-La Mancha,2022,0.40000000000000036,8.64,6.073966586974507,2.566033413025494,3.4399999999999977,5.161626557016945,-1.721626557016947,1.2590515821984565,4.287659970042441,149,70
Castilla-La Mancha,2023,-0.5100000000000007,-11.600000000000001,-7.6228197704708975,-3.977180229529104,-3.9000000000000057,-6.659885946717196,2.7598859467171906,-1.2283443954927522,6.7370661762462944,30,22
Castilla-La Mancha,2024,0.6000000000000005,15.810000000000002,9.084963222082798,6.725036777917204,5.329999999999998,7.759298035850691,-2.4292980358506924,2.105328425328234,9.154334813767896,165,16
Castilla-La Mancha,2025,-0.71,-11.530000000000001,-10.581409977848299,-0.9485900221517021,-10.969999999999999,-9.291554796206867,-1.6784452037931317,0.5353219607961899,2.6270352259448337,118,116
Cataluña,2016,-0.71,-12.419999999999998,-8.828609870188078,-3.59139012981192,-10.43,-10.428640408145675,-0.0013595918543245489,-1.2934509638013902,3.5927497216662445,26,93
Cataluña,2017,1.0899999999999999,16.77,14.450754175053824,2.319245824946176,17.04,15.42827737916577,1.6117226208342288,0.46491893097088766,3.9309684457804046,112,80
Cataluña,2018,0.6799999999999997,14.769999999999996,11.621611229020317,3.148388770979679,6.719999999999999,7.934102890709141,-1.2141028907091425,0.7989767019696221,4.362491661688821,135,68
Cataluña,2019,-0.6899999999999995,-11.75,-11.777574947938014,0.02757494793801385,-10.870000000000005,-8.060474339583067,-2.809525660416938,0.6254506271782899,2.8371006083549517,124,109
Cataluña,2020,0.5199999999999996,12.410000000000004,8.684418533895013,3.725581466104991,4.940000000000012,6.198749114255776,-1.2587491142557639,-0.21009609410744906,4.984330580360755,70,55
Cataluña,2021,0.040000000000000036,-2.6000000000000014,0.7165406238890384,-3.31654062388904,3.809999999999988,0.44535821433561296,3.364641785664375,-0.3842028797440437,6.681182409553415,61,25
Cataluña,2022,-1.1099999999999994,-19.659999999999997,-17.311972799864268,-2.3480272001357285,-14.889999999999986,-14.027230825005574,-0.862769174994412,-0.38068892637187646,3.2107963751301405,62,102
Cataluña,2023,-0.08999999999999986,-1.2200000000000024,-1.1697935448487051,-0.05020645515129729,-2.0600000000000023,-1.2890668427926357,-0.7709331572073665,0.5380784183355909,0.8211396123586638,119,160
Cataluña,2024,0.20999999999999996,1.3300000000000018,2.784090253909447,-1.4540902539094454,4.920000000000002,2.9724204124998153,1.9475795875001864,-1.1094818495336374,3.401669841409632,31,98
Cataluña,2025,0.040000000000000036,4.5,0.5519584541556917,3.9480415458443083,-1.2800000000000011,0.5521268163955995,-1.8321268163956006,2.040081639306912,5.780168362239909,164,41
Comunitat Valenciana,2016,0.2699999999999996,1.9899999999999984,3.6380145935219304,-1.648014593521932,4.790000000000006,3.7837524367679123,1.006247563232094,-0.4880845502802056,2.654262156754026,57,114
Comunitat Valenciana,2017,0.28000000000000025,4.660000000000004,4.106251323960024,0.5537486760399801,3.6200000000000045,3.7075445117333174,-0.0875445117333129,-0.12352144906501294,0.641293187773293,76,165
Comunitat Valenciana,2018,0.009999999999999787,1.759999999999998,0.1529319421068145,1.6070680578931835,-0.3200000000000074,0.12833823891185148,-0.44833823891185887,0.35035980898095354,2.0554062968050424,102,127
Comunitat Valenciana,2019,-0.27999999999999936,-3.6700000000000017,-4.118378431203521,0.44837843120351906,-4.259999999999991,-3.6996773515814994,-0.5603226484184916,0.318884399768508,1.0087010796220106,99,156
Comunitat Valenciana,2020,0.20000000000000018,3.1300000000000026,2.9070500015924914,0.22294999840751117,2.4199999999999875,2.6651042801347558,-0.24510428013476826,-1.3613617780416263,0.46805427854227943,22,169
Comunitat Valenciana,2021,0.15999999999999925,0.5199999999999996,2.450375961492945,-1.9303759614929454,3.970000000000013,2.051164062546576,1.9188359374534372,0.2966060129218253,3.8492118989463826,97,86
Comunitat Valenciana,2022,0.5200000000000005,9.970000000000002,8.729462075085209,1.2405379249147934,5.699999999999989,6.1695282336919774,-0.4695282336919888,0.6348406437214458,1.7100661586067822,125,138
Comunitat Valenciana,2023,-0.6100000000000003,-13.340000000000003,-10.12144154907394,-3.2185584509260643,-5.739999999999995,-7.314457463703661,1.5744574637036663,-0.7486409838625396,4.793015914629731,45,57
Comunitat Valenciana,2024,0.7599999999999998,15.409999999999997,12.857193873118373,2.552806126881624,8.010000000000005,8.952941641852334,-0.9429416418523289,0.5393429968865853,3.4957477687339527,120,94
Comunitat Valenciana,2025,-1.17,-21.019999999999996,-18.754494951759995,-2.2655050482400014,-15.260000000000005,-14.456724611906537,-0.8032753880934678,-0.29718804031115176,3.068780436333469,64,105
Extremadura,2016,-0.9899999999999993,-13.55,-15.011628309599228,1.4616283095992273,-14.52000000000001,-12.788933743885224,-1.7310662561147865,0.9437604719771812,3.1926945657140138,139,103
Extremadura,2017,-0.33999999999999986,-4.66,-4.176244802474162,-0.48375519752583784,-4.809999999999995,-5.027432245813451,0.21743224581345544,-0.5434534802915768,0.7011874433392933,53,163
Extremadura,2018,0.4399999999999995,6.960000000000001,5.499836511375648,1.460163488624353,3.240000000000002,6.444275387507126,-3.204275387507124,0.7410807326814858,4.664438876131477,130,63
Extremadura,2019,0.5099999999999998,8.219999999999999,7.424021833871905,0.7959781661280942,6.1299999999999955,6.788851179205437,-0.6588511792054419,0.4327929468145859,1.4548293453335361,111,147
Extremadura,2020,0.6299999999999999,12.600000000000001,10.726152004645506,1.8738479953544953,6.5,7.377264637786936,-0.8772646377869364,-0.8288200796225504,2.7511126331414317,41,112
Extremadura,2021,1.0099999999999998,17.999999999999993,20.78291956187917,-2.7829195618791758,10.5,9.50004972330126,0.9999502766987405,0.07218227548219036,3.7828698385779163,85,89
Extremadura,2022,0.41000000000000014,6.050000000000011,9.697416755590154,-3.647416755590143,5.400000000000006,3.038552142490289,2.3614478575097166,-1.2357785215716552,6.00886461309986,29,37
Extremadura,2023,0.11000000000000121,3.2099999999999937,2.725615697089907,0.4843843029100867,-0.12999999999999545,0.7348638849713893,-0.8648638849713848,0.783941277006902,1.3492481878814715,134,151
Extremadura,2024,-2.1000000000000005,-38.07,-42.98462770942802,4.914627709428018,-21.590000000000003,-19.900087885452706,-1.6899121145472975,1.3921447390312192,6.6045398239753155,153,27
Extremadura,2025,-0.3600000000000003,-8.14,-5.450977933249682,-2.6890220667503186,-1.6099999999999994,-4.655578821510403,3.0455788215104036,-0.8692925552086364,5.734600888260722,38,43
Galicia,2016,-0.5099999999999998,-4.609999999999999,-5.303510510149536,0.6935105101495367,-7.859999999999999,-8.16448032574668,0.30448032574668105,0.40081121447755286,0.9979908358962177,108,158
Galicia,2017,0.08999999999999986,4.370000000000001,0.8540556455444559,3.515944354455545,1.1200000000000045,1.4938939767445731,-0.3738939767445686,1.2383719166259162,3.8898383312001137,148,83
Galicia,2018,0.04999999999999982,-1.4499999999999993,0.4896342426901992,-1.9396342426901985,3.1199999999999974,0.8201071480016822,2.2998928519983153,-1.4255800146073572,4.239527094688514,19,73
Galicia,2019,0.16000000000000014,1.259999999999998,1.6395922200696926,-0.3795922200696946,3.8399999999999963,2.5771399126946903,1.262860087305306,-0.23099425328704115,1.6424523073750006,67,141
Galicia,2020,-0.33999999999999986,-1.2299999999999969,-3.3516015099154544,2.1216015099154575,-7.399999999999999,-5.562399136135042,-1.8376008638649566,-0.20835663530845494,3.959202373780414,71,77
Galicia,2021,0.46999999999999975,3.269999999999996,4.765411607129295,-1.4954116071292987,7.740000000000002,7.603362469177625,0.13663753082237662,0.30920258249282995,1.6320491379516753,98,142
Galicia,2022,0.4300000000000006,5.950000000000003,5.197914394562858,0.752085605437145,4.209999999999994,6.412590830460111,-2.2025908304601174,0.686665458020569,2.9546764358972624,128,107
Galicia,2023,-1.1100000000000003,-13.620000000000001,-11.78331122974254,-1.8366887702574601,-15.579999999999991,-17.613812944204717,2.033812944204726,-0.3115272537451783,3.8705017144621863,63,84
Galicia,2024,0.6399999999999997,6.260000000000002,6.142582346215583,0.11741765378441826,12.229999999999997,10.578290855982928,1.6517091440170688,-0.6971079721497115,1.769126797801487,46,136
Galicia,2025,0.3200000000000003,-0.5400000000000027,3.736549627608934,-4.2765496276089365,6.239999999999995,4.8575754996648115,1.3824245003351834,-1.2475007462563261,5.65897412794412,28,44
Madrid (Comunidad de),2016,0.03000000000000025,2.6700000000000017,0.40552317664361226,2.2644768233563894,-1.25,0.4195740274024047,-1.6695740274024047,1.1692954732840672,3.934050850758794,145,79
Madrid (Comunidad de),2017,-0.08000000000000007,-3.6800000000000033,-1.0727329182566407,-2.6072670817433625,1.2900000000000063,-1.1244834731814706,2.414483473181477,-1.6273034062145584,5.021750554924839,13,54
Madrid (Comunidad de),2018,-0.20999999999999996,0.40000000000000213,-2.684041619150488,3.08404161915049,-5.330000000000005,-3.037324483752087,-2.292675516247918,1.2104739557504312,5.376717135398408,146,47
Madrid (Comunidad de),2019,-0.3799999999999999,-3.8900000000000006,-4.371319814892264,0.48131981489226305,-5.530000000000001,-5.811078346675949,0.28107834667594744,0.3302554839053118,0.7623981615682105,100,162
Madrid (Comunidad de),2020,2.0999999999999996,33.489999999999995,31.979277885942423,1.5107221140575717,27.15,27.039535723200522,0.11046427679947612,-1.2993492487605032,1.6211863908570479,25,143
Madrid (Comunidad de),2021,-0.2400000000000002,-5.359999999999999,-4.621478307233254,-0.7385216927667457,-2.730000000000004,-2.4631076019803686,-0.2668923980196354,1.0028952270999938,1.005414090786381,140,157
Madrid (Comunidad de),2022,-1.17,-22.97,-18.957190887115807,-4.012809112884192,-12.279999999999987,-14.325230649369473,2.0452306493694863,-1.367513321346403,6.058039762253678,21,36
Madrid (Comunidad de),2023,0.8900000000000006,14.160000000000004,13.88077098367497,0.27922901632503283,11.58999999999999,11.247058949779188,0.34294105022080146,0.5467434765671817,0.6221700665458343,122,167
Madrid (Comunidad de),2024,-0.5500000000000007,-11.670000000000002,-8.982963300211946,-2.687036699788056,-5.299999999999997,-6.687722732997173,1.387722732997176,-1.4377612627697116,4.074759432785232,18,76
Madrid (Comunidad de),2025,-0.6199999999999992,-1.9399999999999977,-8.555356039413159,6.615356039413161,-13.71,-8.557965654131493,-5.152034345868508,3.470907931243481,11.767390385281669,169,7
Murcia (Región de),2016,-0.6099999999999994,-9.449999999999996,-7.6379832299922015,-1.8120167700077943,-10.709999999999994,-8.925539474787747,-1.7844605252122463,-0.40525888998133597,3.5964772952200406,60,92
Murcia (Región de),2017,0.4399999999999995,4.839999999999996,5.347381448885795,-0.5073814488857984,9.379999999999995,6.543176829415337,2.8368231705846583,-0.764019298993545,3.3442046194704567,44,99
Murcia (Región de),2018,-0.3199999999999994,-0.10999999999999943,-3.9721619969113995,3.8621619969114,-7.549999999999997,-4.704727816715781,-2.845272183284216,1.5002843348735915,6.707434180195616,157,23
Murcia (Región de),2019,-0.010000000000000675,-1.7800000000000011,-0.11698373134927564,-1.6630162686507255,0.5799999999999983,-0.15165874936181467,0.731658749361813,-0.6059970650789217,2.3946750180125385,51,121
Murcia (Región de),2020,-0.019999999999999574,2.5100000000000016,-0.23266812977959006,2.7426681297795916,-0.269999999999996,-0.3041604087398895,0.034160408739893455,-0.4365399747326957,2.776828538519485,58,111
Murcia (Región de),2021,0.8199999999999994,13.2,10.959997312345934,2.2400026876540657,8.840000000000003,11.54899514055466,-2.7089951405546557,2.1874915966985125,4.9489978282087215,166,56
Murcia (Región de),2022,-0.8899999999999997,-16.4,-11.76069277092557,-4.639307229074429,-9.650000000000006,-12.622407126315046,2.9724071263150407,-1.8300821757091432,7.61171435538947,10,19
Murcia (Región de),2023,0.040000000000000036,0.6600000000000001,0.4549415962076111,0.20505840379238904,-0.23999999999999488,0.6150640976099027,-0.8550640976098975,0.654985158571781,1.0601225014022866,126,155
Murcia (Región de),2024,1.0499999999999998,16.419999999999998,14.420694443342065,1.9993055566579336,14.719999999999999,14.53758170623788,0.18241829376211882,0.22932434096574839,2.1817238504200525,93,124
Murcia (Región de),2025,-1.1600000000000001,-17.54,-15.655109060453157,-1.8848909395468425,-15.550000000000004,-16.239825319873795,0.6898253198737905,-0.21933419632370027,2.574716259420633,68,117
Navarra (Comunidad Foral de),2016,0.04999999999999982,0.9299999999999997,0.522117565663887,0.4078824343361127,1.0300000000000011,0.799034397595122,0.23096560240487918,0.28731204347252004,0.6388480367409919,96,166
Navarra (Comunidad Foral de),2017,-0.47999999999999954,-2.99,-4.565358106255365,1.575358106255365,-8.549999999999997,-7.960691262507623,-0.5893087374923738,0.2741131112129977,2.1646668437477388,95,125
Navarra (Comunidad Foral de),2018,0.6499999999999995,7.880000000000001,6.421549581460303,1.458450418539698,7.399999999999999,10.62486682331729,-3.224866823317292,0.8050328325048157,4.68331724185699,136,62
Navarra (Comunidad Foral de),2019,-0.03000000000000025,-3.59,-0.33665853193938133,-3.2533414680606185,1.9099999999999966,-0.4642482582643339,2.3742482582643305,-1.449220255856909,5.627589726324949,17,45
Navarra (Comunidad Foral de),2020,0.7600000000000007,13.009999999999998,9.730132648184643,3.279867351815355,9.009999999999998,10.981545080992014,-1.9715450809920156,0.03266385849942399,5.251412432807371,82,49
Navarra (Comunidad Foral de),2021,0.7699999999999996,12.020000000000007,12.40940089569845,-0.3894008956984436,11.030000000000001,9.470985278283138,1.5590147217168635,0.7582963498320705,1.948415617415307,131,129
Navarra (Comunidad Foral de),2022,-0.79,-14.800000000000004,-12.69750723001981,-2.102492769980195,-11.72999999999999,-9.739181526329162,-1.9908184736708279,-0.2373097347363262,4.093311243651023,66,75
