region,university,year,sitting,subject,enrolled,presented,passed,pass_pct,mean,sd,denominator_definition,source_url,source_file,page,publication_date
Cataluña,Consell Interuniversitari de Catalunya (all CAT universities),2026,ordinaria (June 2026),Química,,,10736,,"6,04",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2026/06/23/12/39/Dossier_resultats%20PAU%202026.pdf,sources/raw/cat_dossier_resultats_PAU_2026.pdf,19-21,2026-06-23
Cataluña,Consell Interuniversitari de Catalunya (all CAT universities),2025,ordinaria,Química,,,,,"6,38",,"mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly. [back-series column, N not given]",https://govern.cat/govern/docs/2026/06/23/12/39/Dossier_resultats%20PAU%202026.pdf,sources/raw/cat_dossier_resultats_PAU_2026.pdf,19-21,2026-06-23
Cataluña,Consell Interuniversitari de Catalunya (all CAT universities),2024,ordinaria,Química,,,,,"6,86",,"mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly. [back-series column, N not given]",https://govern.cat/govern/docs/2026/06/23/12/39/Dossier_resultats%20PAU%202026.pdf,sources/raw/cat_dossier_resultats_PAU_2026.pdf,19-21,2026-06-23
Cataluña,Consell Interuniversitari de Catalunya (all CAT universities),2023,ordinaria,Química,,,,,"6,52",,"mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly. [back-series column, N not given]",https://govern.cat/govern/docs/2026/06/23/12/39/Dossier_resultats%20PAU%202026.pdf,sources/raw/cat_dossier_resultats_PAU_2026.pdf,19-21,2026-06-23
Cataluña,Consell Interuniversitari de Catalunya (all CAT universities),2022,ordinaria,Química,,,,,"6,99",,"mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly. [back-series column, N not given]",https://govern.cat/govern/docs/2026/06/23/12/39/Dossier_resultats%20PAU%202026.pdf,sources/raw/cat_dossier_resultats_PAU_2026.pdf,19-21,2026-06-23
Cataluña,Consell Interuniversitari de Catalunya,2025,ordinaria (June 2025),Física,,,7887,,"6,04",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes batxillerat",Física,,,7655,,"6,13",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes CFGS",Física,,,232,,"3,03",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,ordinaria (June 2025),Matemàtiques,,,16025,,"6,12",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes batxillerat",Matemàtiques,,,3276,,"5,86",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes CFGS",Matemàtiques,,,611,,"3,55",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,ordinaria (June 2025),Química,,,9947,,"6,38",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes batxillerat",Química,,,8822,,"6,65",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2025,"ordinaria (June 2025) - fase admissio, alumnes CFGS",Química,,,1125,,"4,28",,mean over 'estudiants aptes per ser assignats a la Universitat' (students who passed/are eligible); N column = those students. Label carried explicitly in the 2025 dossier for the same table; the 2026 dossier prints only 'ESTUDIANTS' but its 2025 column reproduces the 2025 'aptes' figures exactly.,https://govern.cat/govern/docs/2025/06/25/13/42/3957aa0b-4b06-4ec5-8132-4910a83a5845.pdf,sources/raw/cat_dossier_resultats_PAU_2025.pdf,14,2025-06-25
Cataluña,Consell Interuniversitari de Catalunya,2021,full year (ordinaria+extraordinaria),Física,,,,,"6,88",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2022,full year (ordinaria+extraordinaria),Física,,,,,"5,83",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2023,full year (ordinaria+extraordinaria),Física,,,,,"5,67",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2024,full year (ordinaria+extraordinaria),Física,,,,,"5,80",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2025,full year (ordinaria+extraordinaria),Física,,,,,"5,85",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2021,full year (ordinaria+extraordinaria),Matemàtiques,,,,,"5,52",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2022,full year (ordinaria+extraordinaria),Matemàtiques,,,,,"6,05",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2023,full year (ordinaria+extraordinaria),Matemàtiques,,,,,"5,41",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2024,full year (ordinaria+extraordinaria),Matemàtiques,,,,,"4,79",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2025,full year (ordinaria+extraordinaria),Matemàtiques,,,,,"5,91",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2021,full year (ordinaria+extraordinaria),Química,,,,,"6,22",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2022,full year (ordinaria+extraordinaria),Química,,,,,"6,87",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2023,full year (ordinaria+extraordinaria),Química,,,,,"6,51",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2024,full year (ordinaria+extraordinaria),Química,,,,,"6,72",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
Cataluña,Consell Interuniversitari de Catalunya,2025,full year (ordinaria+extraordinaria),Química,,,,,"6,28",,"mean over 'estudiants aptes per ser assignats a la Universitat', FULL YEAR (ordinaria+extraordinaria combined) - 'PAU convocatoria 2025'",https://universitats.gencat.cat/web/.content/01_acces_i_admissio/pau/documents/informes_i_estad/pau_estadistiques_2025.pdf,sources/raw/cat_pau_estadistiques_2025.pdf,~13-14,2025 (Recull estadistic PAU 2025)
