region,university,year,sitting,subject,enrolled,presented,passed,pass_pct,mean,sd,denominator_definition,source_url,source_file,page,publication_date
Aragón,Universidad de Zaragoza,2024,ordinaria,Física,1615,,,,"7,778",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2020,ordinaria,Matemáticas II,3483,,,,"7,119",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2021,ordinaria,Matemáticas II,3192,,,,"6,804",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2022,ordinaria,Matemáticas II,3315,,,,"7,127",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2023,ordinaria,Matemáticas II,3321,,,,"6,604",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2024,ordinaria,Matemáticas II,2764,,,,"6,962",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2020,ordinaria,Química,2419,,,,"6,869",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2021,ordinaria,Química,2104,,,,"7,589",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2022,ordinaria,Química,2368,,,,"6,428",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2023,ordinaria,Química,2384,,,,"6,574",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
Aragón,Universidad de Zaragoza,2024,ordinaria,Química,2547,,,,"6,890",,mean and % aptos computed over ALUMNOS PRESENTADOS (explicit footnote: 'El % de aptos y la nota media estan calculados con relacion a los alumnos presentados') [INSC.= inscritos; mean over presentados],https://academico.unizar.es/sites/academico/files/archivos/acceso/estad/pauresulasig2025.xlsx,sources/raw/ara_pauresulasig2025.xlsx,sheet 'PAU asig 2025',2025
